LAST SEEN   TYPE      REASON                    OBJECT                                       MESSAGE
31m         Normal    ScalingReplicaSet         deployment/prometheus                        Scaled down replica set prometheus-656f759db4 from 1 to 0
31m         Normal    Created                   pod/prometheus-74dc799585-plbdg              Container created
31m         Normal    Pulled                    pod/prometheus-74dc799585-plbdg              Container image "prom/prometheus:v2.52.0" already present on machine and can be accessed by the pod
31m         Normal    SuccessfulDelete          replicaset/prometheus-656f759db4             Deleted pod: prometheus-656f759db4-4g2rw
31m         Normal    Killing                   pod/prometheus-656f759db4-4g2rw              Stopping container prometheus
31m         Normal    Pulled                    pod/grafana-bd6f46896-6bmbg                  Container image "grafana/grafana:11.1.0" already present on machine and can be accessed by the pod
31m         Normal    Created                   pod/grafana-bd6f46896-6bmbg                  Container created
31m         Normal    Started                   pod/grafana-bd6f46896-6bmbg                  Container started
30m         Normal    SuccessfulDelete          replicaset/grafana-f87d67947                 Deleted pod: grafana-f87d67947-9dfhp
30m         Normal    ScalingReplicaSet         deployment/grafana                           Scaled down replica set grafana-f87d67947 from 1 to 0
30m         Normal    Killing                   pod/grafana-f87d67947-9dfhp                  Stopping container grafana
22m         Normal    Applied                   networkchaos/latency-service-b-200ms         Successfully apply chaos for otel-lab/service-b-6768ff647d-zjf2c
22m         Normal    Updated                   networkchaos/latency-service-b-200ms         Successfully update records of resource
22m         Normal    Updated                   podnetworkchaos/service-b-6768ff647d-zjf2c   Successfully update ObservedGeneration and FailedMessage of resource
22m         Normal    Updated                   podnetworkchaos/service-b-6768ff647d-jb9hx   Successfully update ObservedGeneration and FailedMessage of resource
22m         Normal    Applied                   networkchaos/latency-service-b-200ms         Successfully apply chaos for otel-lab/service-b-6768ff647d-jb9hx
22m         Normal    Updated                   networkchaos/latency-service-b-200ms         Successfully update desiredPhase of resource
22m         Normal    Started                   networkchaos/latency-service-b-200ms         Experiment has started
22m         Normal    Updated                   networkchaos/latency-service-b-200ms         Successfully update finalizer of resource
22m         Normal    FinalizerInited           networkchaos/latency-service-b-200ms         Finalizer has been inited
22m         Normal    Updated                   networkchaos/latency-service-b-200ms         Successfully update records of resource
22m         Normal    Updated                   networkchaos/latency-service-b-200ms         Successfully update records of resource
17m         Normal    Updated                   networkchaos/latency-service-b-200ms         Successfully update records of resource
17m         Normal    Recovered                 networkchaos/latency-service-b-200ms         Successfully recover chaos for otel-lab/service-b-6768ff647d-zjf2c
17m         Normal    Updated                   networkchaos/latency-service-b-200ms         Successfully update records of resource
17m         Normal    Updated                   networkchaos/latency-service-b-200ms         Successfully update records of resource
17m         Normal    TimeUp                    networkchaos/latency-service-b-200ms         Time up according to the duration
17m         Normal    Recovered                 networkchaos/latency-service-b-200ms         Successfully recover chaos for otel-lab/service-b-6768ff647d-jb9hx
17m         Normal    Updated                   podnetworkchaos/service-b-6768ff647d-jb9hx   Successfully update ObservedGeneration and FailedMessage of resource
17m         Normal    Updated                   networkchaos/latency-service-b-200ms         Successfully update desiredPhase of resource
17m         Normal    Updated                   podnetworkchaos/service-b-6768ff647d-zjf2c   Successfully update ObservedGeneration and FailedMessage of resource
13m         Normal    Updated                   networkchaos/latency-service-b-200ms         Successfully update finalizer of resource
13m         Normal    FinalizerInited           networkchaos/latency-service-b-200ms         Finalizer has been removed
9m29s       Normal    SuccessfulCreate          replicaset/data-service-7fd57b5499           Created pod: data-service-7fd57b5499-44hz8
9m29s       Normal    ScalingReplicaSet         deployment/data-service                      Scaled up replica set data-service-7fd57b5499 from 2 to 10
9m29s       Normal    Scheduled                 pod/data-service-7fd57b5499-44hz8            Successfully assigned otel-lab/data-service-7fd57b5499-44hz8 to kube-w1
9m29s       Normal    Scheduled                 pod/data-service-7fd57b5499-4gmlp            Successfully assigned otel-lab/data-service-7fd57b5499-4gmlp to kube-w2
9m29s       Normal    Scheduled                 pod/data-service-7fd57b5499-8gd5p            Successfully assigned otel-lab/data-service-7fd57b5499-8gd5p to kube-w1
9m29s       Normal    Scheduled                 pod/data-service-7fd57b5499-mqdrp            Successfully assigned otel-lab/data-service-7fd57b5499-mqdrp to kube-w2
9m29s       Normal    Scheduled                 pod/data-service-7fd57b5499-qcbkr            Successfully assigned otel-lab/data-service-7fd57b5499-qcbkr to kube-w2
9m29s       Normal    Scheduled                 pod/data-service-7fd57b5499-qrcgs            Successfully assigned otel-lab/data-service-7fd57b5499-qrcgs to kube-w1
9m29s       Normal    Scheduled                 pod/data-service-7fd57b5499-vc9tg            Successfully assigned otel-lab/data-service-7fd57b5499-vc9tg to kube-w1
9m29s       Normal    Scheduled                 pod/data-service-7fd57b5499-xwbr6            Successfully assigned otel-lab/data-service-7fd57b5499-xwbr6 to kube-w2
9m29s       Normal    SuccessfulCreate          replicaset/data-service-7fd57b5499           Created pod: data-service-7fd57b5499-vc9tg
9m29s       Normal    SuccessfulCreate          replicaset/data-service-7fd57b5499           Created pod: data-service-7fd57b5499-qcbkr
9m29s       Normal    SuccessfulCreate          replicaset/data-service-7fd57b5499           Created pod: data-service-7fd57b5499-mqdrp
9m29s       Normal    SuccessfulCreate          replicaset/data-service-7fd57b5499           Created pod: data-service-7fd57b5499-qrcgs
9m29s       Normal    SuccessfulCreate          replicaset/data-service-7fd57b5499           Created pod: data-service-7fd57b5499-xwbr6
9m29s       Normal    SuccessfulCreate          replicaset/data-service-7fd57b5499           Created pod: data-service-7fd57b5499-8gd5p
9m29s       Normal    SuccessfulCreate          replicaset/data-service-7fd57b5499           Created pod: data-service-7fd57b5499-4gmlp
9m28s       Normal    Pulled                    pod/data-service-7fd57b5499-qcbkr            Container image "192.168.0.20:30500/data-service:1.0.1" already present on machine and can be accessed by the pod
9m28s       Normal    Pulled                    pod/data-service-7fd57b5499-44hz8            Container image "192.168.0.20:30500/data-service:1.0.1" already present on machine and can be accessed by the pod
9m28s       Normal    Started                   pod/data-service-7fd57b5499-8gd5p            Container started
9m28s       Normal    Created                   pod/data-service-7fd57b5499-8gd5p            Container created
9m28s       Normal    Pulled                    pod/data-service-7fd57b5499-8gd5p            Container image "192.168.0.20:30500/data-service:1.0.1" already present on machine and can be accessed by the pod
9m28s       Normal    Started                   pod/data-service-7fd57b5499-4gmlp            Container started
9m28s       Normal    Created                   pod/data-service-7fd57b5499-qcbkr            Container created
9m28s       Normal    Started                   pod/data-service-7fd57b5499-qcbkr            Container started
9m28s       Normal    Pulled                    pod/data-service-7fd57b5499-qrcgs            Container image "192.168.0.20:30500/data-service:1.0.1" already present on machine and can be accessed by the pod
9m28s       Normal    Created                   pod/data-service-7fd57b5499-qrcgs            Container created
9m28s       Normal    Started                   pod/data-service-7fd57b5499-qrcgs            Container started
9m28s       Normal    Created                   pod/data-service-7fd57b5499-4gmlp            Container created
9m28s       Normal    Pulled                    pod/data-service-7fd57b5499-vc9tg            Container image "192.168.0.20:30500/data-service:1.0.1" already present on machine and can be accessed by the pod
9m28s       Normal    Created                   pod/data-service-7fd57b5499-vc9tg            Container created
9m28s       Normal    Started                   pod/data-service-7fd57b5499-vc9tg            Container started
9m28s       Normal    Pulled                    pod/data-service-7fd57b5499-4gmlp            Container image "192.168.0.20:30500/data-service:1.0.1" already present on machine and can be accessed by the pod
9m28s       Normal    Pulled                    pod/data-service-7fd57b5499-xwbr6            Container image "192.168.0.20:30500/data-service:1.0.1" already present on machine and can be accessed by the pod
9m28s       Normal    Created                   pod/data-service-7fd57b5499-xwbr6            Container created
9m28s       Normal    Started                   pod/data-service-7fd57b5499-xwbr6            Container started
9m28s       Normal    Started                   pod/data-service-7fd57b5499-44hz8            Container started
9m28s       Normal    Created                   pod/data-service-7fd57b5499-44hz8            Container created
9m25s       Normal    FinalizerInited           httpchaos/error-rate-data-service-10pct      Finalizer has been inited
9m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
9m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update desiredPhase of resource
9m25s       Normal    Started                   httpchaos/error-rate-data-service-10pct      Experiment has started
9m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update finalizer of resource
9m24s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
9m24s       Normal    Applied                   httpchaos/error-rate-data-service-10pct      Successfully apply chaos for otel-lab/data-service-7fd57b5499-mqdrp
8m9s        Warning   Unhealthy                 pod/data-service-7fd57b5499-mqdrp            Liveness probe failed: Get "http://10.244.58.174:8002/health": EOF
4m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m25s       Normal    TimeUp                    httpchaos/error-rate-data-service-10pct      Time up according to the duration
4m25s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update desiredPhase of resource
4m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m25s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m25s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m25s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m25s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m25s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m25s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m25s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m25s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m24s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m24s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m24s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m24s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m23s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m23s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m23s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m23s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m18s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m18s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
4m18s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
4m18s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
3m57s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
3m57s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
3m57s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
3m57s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
2m58s       Normal    Started                   pod/data-service-7fd57b5499-mqdrp            Container started
2m37s       Warning   FailedGetResourceMetric   horizontalpodautoscaler/service-a-hpa        failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server could not find the requested resource (get pods.metrics.k8s.io)
2m35s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
2m35s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
2m35s       Normal    Updated                   httpchaos/error-rate-data-service-10pct      Successfully update records of resource
2m35s       Warning   Failed                    httpchaos/error-rate-data-service-10pct      Failed to recover chaos: failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
101s        Warning   Failed                    podhttpchaos/data-service-7fd57b5499-mqdrp   failed to apply for pod otel-lab/data-service-7fd57b5499-mqdrp: rpc error: code = Unknown desc = apply config: send http request: unexpected EOF
99s         Normal    Killing                   pod/data-service-7fd57b5499-mqdrp            Container data-service failed liveness probe, will be restarted
99s         Normal    Pulled                    pod/data-service-7fd57b5499-mqdrp            Container image "192.168.0.20:30500/data-service:1.0.1" already present on machine and can be accessed by the pod
99s         Normal    Created                   pod/data-service-7fd57b5499-mqdrp            Container created
19s         Warning   Unhealthy                 pod/data-service-7fd57b5499-mqdrp            Liveness probe failed: Get "http://10.244.58.174:8002/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
18s         Warning   BackOff                   pod/data-service-7fd57b5499-mqdrp            Back-off restarting failed container data-service in pod data-service-7fd57b5499-mqdrp_otel-lab(7a812f62-0c11-46db-a38b-2bfbe246e22b)
